"v960066","v960067","v960070","v960071","v960073","v960115","v960119","v960272","v960281","v960284","v960292","v960293","v960365","v960385","v960420","v960568","v960571","v960605","v960606","v960610","v960701","v961039","v961300","religion"
2,1,4,3,3,1,55,70,0,0,60,30,4,3,1,4,1,40,5,3,19,85,5,2
2,1,4,3,4,1,55,85,85,0,70,15,2,3,0,2,1,41,1,3,21,70,5,2
1,1,3,3,2,1,55,85,70,40,100,60,4,3,1,5,1,71,1,2,11,85,5,2
1,2,1,1,1,1,1586,100,100,0,80,20,4,1,0,5,1,41,1,7,11,NA,NA,9
1,2,3,2,3,1,1586,60,40,40,60,60,4,1,3,2,NA,27,5,4,16,70,5,9
1,1,1,1,1,3,1586,80,60,5,65,30,2,1,0,4,2,30,5,7,14,60,5,9
2,1,3,2,2,1,1586,85,85,0,85,15,2,1,0,4,1,29,3,7,17,100,1,3
1,1,2,2,1,1,1586,0,0,50,40,85,5,5,6,2,1,78,1,6,19,70,5,1
1,1,2,3,2,1,1586,85,85,0,85,0,NA,1,2,2,1,69,4,2,4,85,5,7
2,1,4,3,4,1,4,70,60,75,60,85,5,1,5,4,1,86,2,2,2,100,5,9
2,1,4,4,3,1,4,60,50,0,60,50,4,3,5,2,2,62,3,2,15,60,5,9
2,1,4,4,3,1,4,70,40,50,50,50,3,3,4,3,2,48,4,3,15,85,5,9
2,1,3,3,3,1,4,85,70,0,85,60,4,1,0,2,1,88,2,2,3,85,5,9
1,1,4,4,3,1,4,70,70,60,0,100,6,3,6,4,2,42,5,2,9,70,5,9
2,1,5,3,5,1,4,40,NA,NA,50,60,4,5,5,3,1,88,2,1,18,70,1,9
2,1,4,4,3,1,4,85,60,0,85,15,6,3,1,1,2,48,5,3,17,70,5,2
1,1,1,2,2,1,0,0,0,100,15,70,7,3,6,5,1,54,5,6,23,0,5,2
1,1,2,2,2,1,0,0,0,50,50,85,6,1,6,2,1,65,1,7,20,15,5,2
2,1,3,2,2,1,0,15,0,50,30,60,6,3,5,3,1,80,5,4,NA,30,5,2
1,1,2,2,4,1,0,60,30,15,40,40,3,1,3,1,1,61,2,7,21,15,5,9
1,1,2,2,2,2,8,30,30,60,30,40,5,3,5,2,1,36,1,7,22,50,5,2
2,1,3,2,2,2,8,75,50,50,70,30,4,3,1,2,2,21,1,3,15,70,5,7
2,1,2,2,1,2,8,0,0,60,40,60,5,5,5,2,1,25,5,4,17,60,5,9
1,1,4,3,3,2,8,0,0,50,0,70,5,5,4,2,2,29,5,3,20,50,5,9
1,1,3,3,2,2,8,85,70,40,70,50,4,1,1,2,2,32,3,3,15,50,5,9
2,1,3,2,3,2,145,15,15,70,50,50,4,5,2,5,1,26,5,4,NA,NA,NA,2
2,1,4,3,3,2,145,0,60,NA,50,85,NA,3,5,5,1,60,3,3,NA,NA,NA,1
2,1,3,2,3,2,145,70,70,40,70,60,3,1,0,2,1,26,5,6,24,70,5,2
2,1,2,2,2,2,145,85,85,30,70,60,4,1,0,2,1,55,1,3,20,60,5,1
1,1,3,3,3,2,67,85,0,30,85,20,4,3,1,2,1,64,3,3,4,100,5,1
2,1,3,3,3,2,67,50,50,NA,50,50,NA,NA,3,2,2,35,3,3,16,50,5,9
1,1,2,3,3,2,67,70,70,75,65,80,2,NA,4,5,1,47,5,2,NA,70,5,2
1,1,3,3,3,2,67,60,60,30,60,40,4,3,4,2,1,69,1,3,23,50,5,7
2,1,2,3,3,2,67,100,50,0,85,15,4,3,0,3,1,29,5,3,21,50,5,7
2,1,3,2,3,2,101,40,60,40,50,70,5,1,5,4,1,76,2,2,8,60,5,2
2,1,3,3,3,2,101,30,0,40,30,70,4,5,5,2,2,39,1,5,11,50,5,9
1,1,3,3,2,2,71,70,50,0,70,30,4,3,NA,5,1,32,5,5,NA,70,5,2
2,1,3,3,3,2,71,85,60,40,85,40,4,5,0,2,1,57,1,4,19,70,5,9
2,1,3,3,3,2,71,70,70,15,85,40,2,1,0,2,1,64,1,3,21,50,5,1
1,1,2,3,1,2,71,60,50,0,50,50,5,1,2,4,1,55,1,3,21,NA,NA,9
2,2,3,3,2,2,1028,85,70,15,70,30,4,1,0,3,1,42,5,5,11,85,1,9
1,2,3,3,3,2,1028,100,80,25,100,50,5,1,0,5,1,74,1,1,1,75,5,7
2,1,3,2,3,2,1028,80,50,0,70,50,NA,3,1,4,1,34,3,4,15,70,1,9
2,2,5,3,4,2,1028,0,0,0,0,0,1,NA,NA,4,1,33,5,4,3,50,5,7
2,1,2,2,2,4,48,0,0,0,40,15,4,NA,5,3,2,83,2,NA,19,40,5,2
2,1,2,2,2,4,31,15,15,60,30,100,6,3,5,2,2,36,1,6,22,40,5,9
2,1,2,1,2,4,31,40,70,0,50,60,5,3,3,4,2,49,3,6,24,85,1,9
2,1,2,2,2,4,31,70,85,15,70,40,2,3,1,1,2,35,1,7,24,85,5,9
1,2,3,3,2,4,372,100,100,50,100,50,6,1,0,2,2,35,3,3,11,100,5,7
1,1,3,3,3,4,54,70,60,30,85,40,NA,5,1,2,1,65,1,2,NA,60,5,2
1,1,3,2,2,4,54,70,70,0,70,0,2,1,0,2,1,36,1,6,18,70,5,7
2,1,3,3,2,4,724,70,100,0,70,15,1,1,1,2,2,64,3,6,10,70,5,2
1,1,1,2,2,4,724,70,60,70,60,85,6,1,5,4,2,48,1,7,21,60,5,9
1,1,3,3,2,4,724,60,60,0,40,0,3,3,2,2,2,45,5,5,12,60,5,9
1,4,3,2,3,3,13,85,60,50,70,85,4,1,6,4,1,35,1,6,20,NA,NA,9
1,1,2,2,2,3,13,70,60,0,60,30,3,1,2,4,2,37,5,6,20,75,5,9
1,2,3,3,1,3,13,70,60,60,70,70,5,3,5,5,1,62,1,4,20,50,5,9
2,2,3,2,3,3,13,100,100,96,85,20,NA,1,0,3,1,37,1,6,NA,60,5,1
1,1,2,2,2,3,13,85,60,60,50,60,5,1,4,1,1,73,2,4,8,85,5,1
1,2,2,1,3,3,45,40,60,40,60,60,5,1,3,4,1,29,1,6,21,85,5,1
2,1,3,3,3,3,45,50,40,40,50,60,5,3,5,2,1,52,3,5,NA,70,5,1
1,1,1,1,1,3,45,60,40,15,70,30,3,1,1,5,2,44,1,6,19,60,5,2
2,1,2,1,2,3,45,60,60,40,60,30,2,1,5,5,1,58,3,7,NA,70,5,9
2,1,2,2,1,3,45,70,60,15,70,40,1,1,0,4,2,31,1,4,17,70,1,9
1,4,3,2,2,3,45,60,60,60,60,60,5,1,4,4,1,61,1,7,21,70,5,1
2,1,3,2,3,3,9,30,30,70,30,85,6,3,6,2,2,33,1,6,24,60,5,1
1,1,1,1,1,3,9,65,70,30,65,60,4,1,3,5,2,48,3,7,24,NA,NA,9
1,1,2,2,2,3,9,40,0,30,60,60,5,3,4,4,1,69,1,4,24,70,5,1
1,1,1,1,2,3,9,85,70,30,60,40,3,1,2,4,2,65,5,7,24,NA,NA,9
2,1,1,1,2,4,9,70,85,40,70,40,2,1,0,4,1,27,6,7,19,70,1,2
1,1,2,1,3,3,9,15,30,60,15,85,6,1,6,4,2,87,1,7,23,50,5,9
2,1,4,3,4,3,9,60,80,40,40,70,7,3,6,4,1,91,2,5,19,NA,NA,9
2,1,1,1,1,3,9,70,70,40,70,60,3,1,1,4,2,47,1,6,24,70,5,9
1,1,2,2,3,3,9,60,60,0,60,0,2,3,0,2,2,62,1,7,NA,70,5,9
1,1,1,1,1,3,9,60,51,51,60,60,5,3,4,2,1,46,1,6,24,50,5,2
1,1,1,2,1,3,171,84,78,60,78,48,2,1,0,4,1,54,1,7,24,80,1,2
2,1,4,3,2,3,171,85,95,50,70,50,4,3,1,2,1,48,1,1,12,70,5,2
1,1,1,1,1,3,171,60,30,50,70,80,4,3,4,5,1,89,1,7,20,70,5,9
1,1,1,2,1,3,171,85,70,10,85,30,4,1,0,4,2,75,2,5,21,85,5,2
2,1,1,2,1,3,171,85,85,60,70,60,2,1,0,5,1,41,4,6,20,70,5,2
2,4,2,2,2,3,18,60,60,70,60,85,5,5,4,2,1,52,1,7,24,85,5,2
1,1,2,1,1,3,18,30,15,70,30,70,6,1,4,2,2,48,1,7,24,40,5,9
2,1,2,1,3,3,18,70,70,40,50,50,4,3,4,3,1,44,1,7,24,60,5,1
1,1,1,1,1,3,18,85,60,30,60,40,2,1,1,4,2,51,1,7,24,70,5,9
1,1,1,1,1,3,18,70,60,15,70,30,5,1,0,5,2,45,1,7,22,70,5,1
2,1,2,2,2,3,18,70,40,30,70,70,4,5,3,2,1,61,1,7,24,60,5,1
1,1,1,1,1,3,18,5,5,95,25,85,6,3,5,4,1,55,1,7,23,30,5,1
2,1,1,2,1,3,18,30,15,15,40,60,5,3,3,4,1,53,1,5,23,60,5,1
1,1,1,2,2,3,18,40,40,60,60,70,5,1,6,4,1,39,1,7,21,70,5,2
2,1,3,2,3,3,0,30,15,15,40,70,NA,3,4,4,1,26,1,4,21,50,5,9
1,1,3,2,3,3,0,70,40,15,70,50,3,1,1,4,1,39,1,6,23,70,5,2
2,1,2,3,1,3,0,85,85,0,85,40,2,1,1,5,2,55,3,3,19,85,5,1
1,1,3,2,3,3,0,60,70,70,50,50,3,3,3,5,1,53,2,7,21,60,5,2
2,4,2,2,1,3,0,70,70,40,40,40,3,1,0,4,2,48,1,6,24,60,5,9
2,1,2,2,1,3,0,40,40,60,40,60,5,3,3,4,2,48,1,7,23,60,5,1
1,1,1,1,1,3,66,70,70,0,60,40,4,1,1,1,1,35,1,5,21,50,5,1
2,1,2,2,2,3,66,70,85,0,85,40,2,1,2,4,1,24,5,6,5,NA,NA,1
2,1,3,2,3,3,18,70,70,0,70,70,4,1,5,2,1,67,1,7,20,60,5,1
1,1,2,2,2,4,9,15,50,60,40,85,6,3,6,4,2,30,1,6,8,60,5,2
2,1,2,2,2,3,9,85,85,10,90,55,3,1,1,2,2,33,5,6,14,90,1,3
2,1,3,3,1,3,101,100,70,NA,85,50,NA,1,0,2,1,83,2,3,7,NA,5,9
2,1,1,2,2,3,101,50,70,85,50,85,6,5,5,2,1,64,2,5,11,30,5,1
2,4,2,2,2,3,75,85,100,0,85,40,3,1,0,2,2,42,1,6,22,60,5,9
2,1,1,1,1,3,75,30,40,40,50,50,6,5,4,5,1,54,1,4,20,60,1,9
1,1,2,2,3,3,75,15,15,70,35,65,6,3,6,4,1,55,1,6,23,20,5,1
1,1,2,2,1,3,75,70,30,40,40,60,3,3,5,2,2,55,1,7,21,70,5,1
1,1,1,1,2,3,75,60,60,60,60,60,4,1,5,5,1,54,1,6,23,85,5,1
1,1,1,1,1,3,75,70,50,0,50,40,4,3,3,2,2,41,1,7,22,85,5,9
1,1,1,1,2,3,75,70,40,0,70,60,5,1,5,2,1,62,1,6,24,40,5,1
1,1,1,1,2,3,75,70,70,70,40,85,5,3,5,2,1,75,1,6,19,70,5,1
2,1,3,2,3,3,75,70,60,45,50,50,5,1,5,2,1,42,1,6,22,60,5,1
2,1,2,1,2,3,29,50,50,15,50,50,4,1,3,3,2,38,1,7,23,70,1,9
2,1,1,2,2,3,29,85,60,30,70,40,3,1,2,5,1,37,3,5,15,70,1,1
1,1,1,1,2,3,29,0,0,85,15,85,6,1,6,5,1,38,1,6,NA,15,5,1
1,1,2,2,3,3,3,60,30,35,50,60,5,1,4,4,1,25,5,5,17,70,5,1
1,2,5,4,4,3,1631,85,85,50,60,70,3,NA,4,4,1,26,5,2,1,NA,NA,9
1,1,1,1,1,3,1631,80,80,20,60,60,4,1,4,2,2,27,5,5,15,70,5,2
1,1,2,2,2,3,0,100,90,70,95,90,2,3,1,5,1,56,1,7,22,100,NA,1
1,1,2,2,1,3,0,15,0,85,15,85,6,1,6,5,1,30,5,7,20,40,5,2
1,1,3,2,2,3,0,60,50,40,50,50,4,1,5,2,1,37,1,5,NA,50,5,1
1,1,1,1,1,3,0,70,65,55,50,70,5,3,5,2,1,41,5,7,20,60,5,1
2,1,1,1,1,3,0,70,85,30,70,30,4,3,3,1,1,28,5,6,15,60,5,1
1,1,1,1,1,3,0,85,40,40,60,70,5,3,6,4,1,30,5,6,17,60,5,1
2,1,3,3,3,1,81,85,100,0,100,15,4,3,0,4,1,34,1,3,20,70,5,2
1,1,2,2,3,1,81,65,50,50,70,80,5,3,4,4,2,34,1,4,21,70,5,9
1,1,4,3,3,1,33,85,50,15,50,50,4,1,2,2,1,88,2,1,NA,NA,5,9
1,2,3,2,3,1,1,85,70,15,70,50,4,1,1,3,1,33,5,5,NA,50,5,9
2,2,3,3,3,1,1,85,85,0,100,15,NA,3,0,1,1,52,1,4,20,70,5,1
2,2,4,2,4,1,1,70,70,50,70,60,NA,3,0,1,1,44,1,4,NA,85,5,7
1,2,1,1,2,1,1,85,85,30,70,60,4,3,2,5,1,63,1,7,24,50,1,1
2,1,3,2,2,1,5,0,0,0,0,0,4,1,4,1,1,54,5,4,20,5,5,9
2,1,3,3,2,1,9,40,70,40,40,60,5,1,5,2,1,73,2,4,10,60,5,2
2,1,2,2,2,1,9,85,100,15,85,40,2,1,2,2,2,34,5,7,24,85,1,2
1,1,NA,NA,NA,1,9,50,60,40,50,50,NA,3,4,3,1,38,1,6,20,60,5,2
2,1,3,3,1,3,9,60,70,40,30,60,7,3,4,2,1,46,1,3,20,80,5,9
2,1,4,2,3,1,16,70,70,50,40,60,NA,1,5,2,1,40,1,6,20,70,5,2
1,1,2,2,1,1,16,15,30,60,40,70,6,1,5,4,1,41,1,4,19,50,5,1
1,1,1,2,1,1,16,65,50,60,60,70,5,1,5,5,1,85,1,2,17,70,5,2
2,1,4,3,4,1,16,15,50,15,40,70,NA,5,3,1,1,67,1,2,NA,NA,NA,2
2,1,5,3,4,1,16,70,100,NA,85,50,NA,3,2,3,1,73,1,2,NA,100,5,2
1,1,3,2,2,2,3,30,15,50,30,70,2,1,6,2,1,33,1,6,22,50,5,2
1,1,4,3,4,2,3,85,60,40,70,70,6,1,5,1,1,33,3,4,9,85,5,2
2,1,4,2,2,2,3,30,0,70,50,50,4,3,5,1,1,74,2,3,12,50,5,1
1,1,3,3,3,2,397,60,60,0,60,15,2,3,1,2,2,32,5,4,5,50,5,2
1,1,4,3,2,2,0,85,60,NA,85,15,NA,3,1,4,2,24,1,3,15,NA,NA,1
1,3,1,2,1,2,0,0,0,85,0,85,6,5,6,5,1,49,1,4,17,30,5,1
2,1,3,2,1,2,0,60,50,50,50,50,4,1,3,1,2,50,3,3,20,85,5,1
1,1,3,2,2,1,370,70,60,0,70,60,4,1,1,2,1,79,2,4,11,85,5,1
1,1,1,1,2,1,33,0,0,100,0,60,6,5,5,5,1,40,1,7,20,0,5,1
2,4,3,2,3,1,33,70,70,40,50,50,4,1,2,2,1,33,1,7,24,50,5,2
2,1,3,2,3,1,33,30,15,70,50,70,4,3,6,3,1,82,2,3,6,50,5,9
2,1,2,2,2,1,12,85,85,15,85,30,NA,3,5,2,1,72,2,2,4,40,5,2
2,1,3,3,2,1,0,70,60,NA,50,50,NA,3,1,3,1,31,1,3,19,50,5,9
1,1,3,3,3,1,0,85,85,0,100,50,4,1,0,3,1,72,1,2,12,70,5,2
1,2,3,3,1,3,0,85,60,30,100,40,NA,1,0,4,1,60,3,3,16,60,5,9
2,1,NA,NA,NA,3,736,15,50,85,0,70,5,3,0,5,1,55,1,5,20,80,5,1
1,1,NA,NA,NA,3,736,15,60,NA,40,70,NA,5,4,3,1,55,1,3,17,60,5,9
1,1,2,2,2,3,0,15,0,85,15,70,5,1,5,1,2,44,1,6,24,NA,NA,9
1,1,1,1,1,3,0,35,15,80,30,80,6,1,6,4,2,46,1,7,24,15,5,9
2,1,4,3,1,3,0,85,70,30,70,40,NA,1,0,4,1,66,1,4,14,70,1,1
2,1,4,3,3,2,53,70,60,50,70,60,NA,3,2,4,1,37,1,4,21,60,5,1
2,1,3,3,3,2,53,85,70,35,70,45,5,1,1,2,1,33,5,5,6,50,5,2
2,1,3,3,3,2,53,85,70,0,60,40,4,5,2,4,1,37,6,4,20,100,5,7
2,1,4,3,3,2,53,70,70,40,70,60,3,3,1,2,1,37,5,5,19,70,5,2
2,1,3,3,4,2,53,70,60,NA,70,85,3,3,5,1,2,42,1,3,18,50,5,9
2,1,3,3,2,2,53,70,65,50,60,40,4,1,1,4,2,37,5,6,15,60,5,9
1,1,5,3,4,2,53,70,60,30,70,40,5,3,1,1,2,43,1,3,21,40,5,1
2,1,1,2,1,2,53,100,100,0,85,60,2,1,0,2,2,57,4,6,12,100,1,7
1,1,3,3,2,2,22,85,85,40,60,40,5,1,1,2,2,68,1,3,16,70,5,9
1,1,3,3,1,2,22,30,15,100,15,85,6,3,6,2,2,62,1,4,21,60,5,1
2,1,4,3,3,2,22,30,15,50,40,85,6,5,6,4,1,32,1,3,20,70,5,7
1,1,3,2,3,2,22,60,60,60,40,40,6,1,4,5,2,45,1,5,19,40,5,9
1,1,3,3,2,2,22,30,15,85,30,70,6,1,4,5,1,50,1,6,21,60,5,1
1,1,3,3,3,2,22,85,70,15,40,40,5,1,4,1,1,52,3,3,21,60,5,1
2,1,3,3,3,2,22,70,70,50,60,70,NA,3,5,4,2,22,5,4,12,85,1,9
2,1,4,3,3,4,22,NA,NA,NA,65,65,NA,3,0,3,1,84,2,3,NA,50,5,2
1,1,3,3,3,2,22,60,50,40,60,60,4,3,5,3,2,36,5,6,16,50,5,9
1,1,2,2,3,2,0,30,15,70,30,70,6,3,5,4,1,37,1,4,19,NA,NA,2
2,1,3,2,2,2,0,40,15,60,50,60,6,1,5,4,1,36,1,4,20,50,5,2
1,1,NA,NA,NA,2,0,0,0,60,0,70,6,5,6,2,1,59,1,5,22,50,5,1
1,1,3,3,4,2,0,70,50,50,70,70,5,1,4,4,2,45,5,3,19,NA,NA,9
2,1,3,3,3,2,0,50,50,40,60,70,6,3,3,1,1,69,1,1,14,30,5,2
2,1,4,3,4,2,0,60,60,40,50,60,5,3,3,4,1,45,1,5,19,50,5,2
2,1,1,2,1,2,0,90,50,1,90,10,6,3,0,1,1,59,2,3,12,85,5,2
1,1,1,1,3,2,272,70,70,0,50,50,NA,1,2,2,2,56,3,7,NA,NA,NA,9
1,1,2,3,1,2,272,85,85,15,85,60,3,3,1,3,1,67,1,3,15,70,5,2
2,1,3,2,2,2,272,70,60,0,70,50,3,1,1,4,1,43,1,6,14,NA,NA,1
2,1,4,3,5,2,272,50,50,60,0,0,NA,3,3,2,1,78,2,3,NA,NA,5,9
2,1,NA,NA,NA,2,272,85,60,15,85,15,3,1,0,2,1,48,1,3,21,NA,NA,9
1,1,1,2,2,2,272,60,50,40,50,50,3,1,3,4,2,69,1,5,17,60,5,9
2,2,5,3,4,3,394,70,60,50,60,50,4,3,2,3,2,29,5,3,10,85,5,9
2,2,3,3,1,3,394,85,100,0,85,60,3,3,1,2,1,40,5,5,2,100,1,1
2,1,4,3,3,3,394,100,50,0,100,0,NA,3,0,1,1,28,5,3,7,100,5,9
2,2,5,4,4,3,394,85,85,40,60,70,NA,1,1,4,1,34,5,3,2,85,5,9
2,2,3,2,2,3,394,70,70,50,60,40,3,3,2,2,2,25,5,4,13,60,1,1
2,2,3,3,3,3,394,85,85,40,85,50,4,3,1,2,2,43,4,3,7,70,1,1
2,2,4,3,3,3,394,100,30,40,100,50,3,3,2,2,1,24,5,3,5,NA,NA,1
1,1,3,2,2,3,0,7,3,80,2,90,6,3,6,2,2,42,3,7,17,40,NA,1
1,1,1,2,1,3,0,0,0,85,0,70,6,3,6,2,1,43,1,6,18,15,5,1
2,1,3,3,2,3,0,70,40,70,60,70,4,3,5,4,1,31,1,3,21,85,5,1
1,1,4,3,2,3,0,60,50,50,70,70,5,1,2,2,1,39,1,2,13,60,5,1
1,1,3,3,2,3,0,85,85,15,70,60,3,3,1,1,1,27,1,3,19,50,5,1
1,1,2,2,2,3,0,50,10,80,60,70,4,5,4,4,1,35,5,7,19,0,5,1
1,2,2,2,1,3,0,70,70,0,65,10,5,1,2,3,1,27,6,5,20,85,5,1
1,1,3,2,2,3,0,70,60,30,50,60,4,3,5,4,1,32,1,6,16,60,5,1
1,1,4,4,3,3,1,60,50,0,50,50,6,1,4,3,1,37,1,3,NA,50,5,1
2,1,5,4,3,3,1,100,100,0,100,0,NA,3,0,1,1,82,NA,2,3,70,5,9
1,1,3,3,2,3,1,0,NA,60,40,85,6,5,5,1,1,73,2,3,12,70,5,1
2,1,2,2,2,3,1,60,50,15,60,40,4,3,2,4,1,39,5,6,6,40,5,9
2,1,2,2,2,3,1,90,95,20,75,10,2,1,1,4,2,44,1,6,NA,85,1,1
1,1,4,3,3,1,328,70,70,15,85,0,4,3,1,4,1,43,1,5,15,70,5,1
1,1,3,2,3,1,328,85,85,30,60,50,4,5,1,2,2,31,5,4,1,50,5,9
1,1,1,1,1,1,0,60,70,0,70,60,4,1,2,2,1,43,5,6,21,40,5,2
1,1,1,1,1,1,0,0,0,100,30,85,6,3,6,2,1,52,1,7,24,30,5,2
1,1,1,1,1,1,0,40,0,85,30,70,6,3,5,5,1,44,1,6,NA,70,5,2
1,1,1,1,1,1,0,60,60,70,40,60,4,1,5,4,1,72,1,7,15,40,5,2
1,1,2,2,2,3,0,30,15,60,15,60,6,5,5,2,2,44,1,6,23,NA,NA,2
2,1,3,3,1,1,48,50,50,0,50,50,NA,5,5,1,1,56,5,3,13,50,5,2
1,1,2,2,2,1,0,50,15,50,50,60,5,3,5,4,1,59,1,NA,NA,NA,5,1
2,1,1,2,2,1,0,30,30,70,30,85,6,1,6,5,1,67,1,4,16,40,5,2
2,1,2,3,1,1,35,30,30,85,40,60,6,3,4,1,1,38,1,2,15,0,5,1
2,1,1,1,1,1,35,100,100,0,100,0,4,5,1,1,1,46,3,3,4,85,1,1
2,1,4,3,2,1,35,70,60,50,50,70,NA,1,5,1,1,53,1,3,17,60,5,9
2,1,3,2,2,1,11,70,70,NA,70,30,2,3,1,4,2,27,6,5,NA,60,5,9
1,1,2,2,2,1,11,15,0,15,60,50,5,1,4,2,1,75,1,3,14,50,5,2
1,1,3,2,2,1,11,30,30,60,40,60,6,3,5,4,1,32,5,6,19,40,5,2
2,1,1,2,2,1,11,60,85,15,60,40,5,3,1,1,1,43,2,7,18,70,5,2
2,1,1,1,1,1,11,85,70,0,60,0,2,1,2,1,1,71,5,6,15,50,5,2
2,2,1,1,1,1,50,70,70,0,70,15,2,3,2,4,1,43,4,6,21,NA,NA,7
2,2,4,3,3,1,50,100,100,60,100,0,6,1,1,2,1,23,5,3,21,NA,NA,9
1,1,3,3,2,1,50,60,50,40,60,70,5,3,3,2,2,44,1,3,21,50,5,9
1,2,3,2,1,1,50,85,70,60,70,70,6,1,0,5,1,67,2,3,10,NA,NA,1
1,2,3,3,3,1,50,100,85,50,100,50,NA,3,1,1,1,34,4,3,22,100,5,1
1,1,3,3,3,1,47,85,60,40,85,60,NA,3,1,1,2,30,4,3,19,NA,NA,1
2,1,3,2,1,3,47,85,85,0,40,15,3,1,2,4,2,40,1,7,24,85,5,9
1,2,4,3,3,1,47,60,60,15,60,40,4,3,2,2,1,51,1,3,14,80,1,1
1,1,3,2,3,1,47,60,50,40,60,50,4,3,1,4,2,58,1,6,21,60,5,2
1,1,1,1,1,1,47,15,30,70,35,70,6,3,6,4,NA,36,1,6,23,55,5,1
2,1,3,2,3,4,47,75,80,10,50,50,3,1,1,4,1,58,2,3,12,70,1,2
2,1,4,3,3,1,74,70,50,NA,70,30,5,1,0,3,2,92,2,3,1,50,5,3
2,2,4,2,1,1,74,60,85,0,40,40,4,1,2,4,1,88,2,2,2,55,5,9
1,2,4,3,3,1,74,5,70,10,50,10,2,1,0,2,1,84,4,1,4,100,5,9
2,2,2,1,1,1,74,100,85,50,85,30,2,3,1,2,1,70,2,2,15,85,5,1
1,1,1,1,1,1,74,0,0,50,0,70,6,3,4,1,1,61,1,6,NA,50,5,2
2,2,2,2,1,1,30,100,100,70,100,0,7,1,0,5,1,37,1,4,4,80,5,2
2,1,3,3,3,1,30,15,30,70,40,85,7,5,6,1,1,70,1,2,9,NA,NA,1
1,2,1,1,2,1,30,85,70,30,60,40,4,1,2,3,1,34,4,6,21,NA,NA,1
1,1,4,1,3,1,5,60,50,NA,60,40,3,3,2,1,1,38,1,7,24,50,5,2
1,1,1,1,1,1,5,70,60,30,60,30,5,3,5,3,2,85,1,2,22,40,5,9
1,1,2,2,1,1,5,60,40,40,40,70,5,1,4,4,2,55,1,4,20,50,5,9
2,1,2,2,2,1,5,60,60,60,50,70,5,1,5,2,2,32,1,6,21,85,5,9
2,1,1,1,2,1,130,85,85,0,70,30,3,1,0,2,1,44,1,7,NA,70,1,3
1,1,2,2,2,1,130,15,30,60,40,60,5,1,5,4,2,32,1,4,21,NA,NA,2
2,1,2,3,1,1,130,100,70,0,100,30,4,1,1,2,1,58,1,3,1,60,5,2
2,1,3,2,2,1,54,60,40,40,40,70,4,3,4,4,2,62,1,5,20,60,5,2
1,1,2,2,2,1,0,85,70,0,0,0,3,1,4,2,2,37,1,6,21,70,5,2
1,1,2,2,2,1,0,70,60,50,70,50,3,1,2,2,2,39,1,3,24,70,5,9
1,1,3,3,3,1,0,0,0,50,40,60,3,1,4,4,2,43,5,6,NA,50,5,9
2,1,3,3,2,1,0,50,70,60,30,70,4,3,4,1,1,57,1,3,16,50,5,7
1,1,1,1,2,1,0,90,65,15,85,30,2,1,0,2,2,25,5,7,15,75,1,9
2,1,3,1,2,1,0,70,85,30,70,40,2,5,2,4,2,44,1,7,23,85,1,1
2,1,2,2,3,1,0,85,70,0,100,30,4,1,2,1,1,91,2,1,5,85,5,1
1,1,3,1,2,1,0,85,65,15,60,50,5,3,3,4,2,35,1,6,21,50,5,2
2,1,2,2,1,1,11,15,15,60,50,60,6,5,6,2,1,27,1,7,15,50,5,1
1,1,2,1,1,1,5,15,15,85,30,70,6,3,4,3,1,36,1,7,17,40,5,1
2,1,4,3,3,1,5,85,60,60,60,85,NA,3,5,4,2,30,1,4,17,70,1,7
2,1,4,4,3,1,5,100,100,50,70,40,NA,1,2,4,1,49,1,3,17,NA,NA,9
2,1,4,4,3,1,5,70,40,0,70,70,4,3,4,2,1,31,4,2,17,85,5,9
1,2,2,2,3,1,5,100,85,50,85,50,NA,3,0,4,1,56,1,3,20,NA,NA,1
2,1,1,1,1,1,5,85,85,15,70,40,4,1,0,5,2,43,1,4,15,30,5,2
1,1,4,4,2,1,0,0,0,50,0,30,4,1,2,1,1,42,1,3,NA,60,5,9
2,2,2,2,3,1,16,60,70,30,60,40,NA,5,3,1,1,31,1,4,17,0,5,7
2,2,3,3,3,1,16,70,50,50,85,50,6,3,3,1,1,27,1,3,13,60,1,9
1,2,3,3,2,1,16,60,60,50,50,50,4,5,1,3,1,29,1,3,11,NA,NA,7
1,2,2,2,2,1,16,85,NA,15,60,15,2,1,1,2,1,43,5,4,21,NA,NA,9
2,1,2,2,3,1,8,40,15,0,60,60,NA,1,3,4,1,62,3,6,NA,50,5,3
1,1,1,2,1,1,100,85,60,15,60,60,4,1,2,2,1,43,3,5,3,85,1,2
2,1,2,2,2,1,100,70,60,60,70,40,4,1,1,2,1,68,1,4,15,30,5,2
2,1,3,2,3,1,100,60,60,0,60,15,3,1,2,2,2,42,1,4,20,85,5,9
1,1,3,3,2,1,100,70,60,60,70,70,5,3,4,4,1,32,1,4,20,60,5,2
1,1,4,3,4,1,0,60,50,50,50,60,4,3,3,2,1,40,1,3,22,60,5,2
1,1,2,2,2,1,0,60,40,60,15,15,5,1,4,5,1,35,1,6,16,50,1,7
2,1,4,2,1,1,0,70,85,70,85,85,6,5,1,2,1,76,2,7,NA,NA,5,2
2,1,2,2,2,1,20,0,40,70,40,85,4,3,5,5,1,38,1,6,24,45,5,2
1,1,2,2,2,1,20,85,60,0,70,40,5,3,5,2,2,31,1,5,23,40,5,9
