"","X","internettbruk","kjonn","alder","utdanning","tillit"
"2562",2562,5,2,23,16,1
"2563",2563,3,2,20,5,2
"2564",2564,5,1,56,16,6
"2565",2565,5,2,50,13,3
"2566",2566,1,2,76,13,7
"2567",2567,4,2,47,13,4
"2568",2568,4,2,41,3,0
"2569",2569,5,1,59,13,3
"2570",2570,5,1,50,8,6
"2571",2571,4,2,33,13,4
"2572",2572,5,2,20,13,7
"2573",2573,5,2,44,13,1
"2574",2574,5,2,55,14,5
"2575",2575,5,2,49,13,6
"2576",2576,3,2,46,8,4
"2577",2577,5,2,36,8,3
"2578",2578,4,2,22,8,5
"2579",2579,3,2,66,10,NA
"2580",2580,4,1,45,11,7
"2581",2581,2,2,65,30,8
"2582",2582,1,2,85,3,0
"2583",2583,5,1,73,14,6
"2584",2584,5,1,54,13,2
"2585",2585,5,1,30,18,8
"2586",2586,4,1,45,16,9
"2587",2587,2,1,NA,NA,6
"2588",2588,5,2,58,19,5
"2589",2589,4,1,29,13,8
"2590",2590,3,2,54,12,5
"2591",2591,5,1,25,18,7
"2592",2592,5,1,41,13,6
"2593",2593,5,1,50,13,0
"2594",2594,4,2,27,13,3
"2595",2595,3,2,37,14,5
"2596",2596,1,1,80,NA,0
"2597",2597,5,2,24,16,3
"2598",2598,2,2,66,8,4
"2599",2599,1,1,81,8,5
"2600",2600,5,2,25,21,10
"2601",2601,5,1,58,10,4
"2602",2602,5,1,44,18,4
"2603",2603,3,1,68,NA,5
"2604",2604,4,2,46,8,2
"2605",2605,4,1,54,13,7
"2606",2606,1,1,54,6,5
"2607",2607,5,1,33,13,8
"2608",2608,4,2,46,16,0
"2609",2609,5,1,36,15,5
"2610",2610,5,2,43,13,6
"2611",2611,4,1,43,13,6
"2612",2612,5,2,27,14,7
"2613",2613,5,2,26,15,5
"2614",2614,5,2,16,11,2
"2615",2615,1,1,74,5,6
"2616",2616,4,1,45,12,0
"2617",2617,5,2,45,10,4
"2618",2618,1,1,66,8,0
"2619",2619,4,2,27,10,7
"2620",2620,4,1,35,8,7
"2621",2621,5,2,52,10,7
"2622",2622,5,2,46,8,2
"2623",2623,4,1,24,12,5
"2624",2624,5,1,24,20,8
"2625",2625,1,1,81,NA,7
"2626",2626,4,1,62,8,4
"2627",2627,5,1,29,9,4
"2628",2628,5,2,37,18,6
"2629",2629,5,1,52,20,0
"2630",2630,5,2,34,13,8
"2631",2631,5,1,45,18,6
"2632",2632,5,2,66,8,4
"2633",2633,1,2,75,5,0
"2634",2634,3,2,55,11,NA
"2635",2635,5,1,33,9,7
"2636",2636,4,2,68,13,3
"2637",2637,3,2,48,8,5
"2638",2638,4,2,67,8,3
"2639",2639,1,2,84,5,1
"2640",2640,5,2,45,8,6
"2641",2641,1,2,82,NA,8
"2642",2642,2,1,52,8,3
"2643",2643,5,2,20,14,7
"2644",2644,3,1,79,17,9
"2645",2645,2,2,51,8,7
"2646",2646,4,1,25,10,0
"2647",2647,1,1,74,8,2
"2648",2648,5,1,50,20,3
"2649",2649,5,1,47,16,5
"2650",2650,1,2,NA,13,4
"2651",2651,5,2,76,13,6
"2652",2652,1,2,51,8,5
"2653",2653,5,2,62,13,2
"2654",2654,5,1,51,13,5
"2655",2655,5,1,45,10,4
"2656",2656,5,2,54,NA,NA
"2657",2657,4,1,60,5,2
"2658",2658,5,1,51,12,NA
"2659",2659,4,1,35,8,6
"2660",2660,2,2,53,8,NA
"2661",2661,3,2,77,15,6
"2662",2662,5,2,21,15,6
"2663",2663,2,2,36,16,5
"2664",2664,5,1,55,13,6
"2665",2665,2,2,57,13,7
"2666",2666,3,1,55,14,7
"2667",2667,1,2,68,5,5
"2668",2668,1,1,70,3,5
"2669",2669,5,1,28,18,2
"2670",2670,5,2,46,7,5
"2671",2671,5,2,55,12,6
"2672",2672,5,1,36,18,3
"2673",2673,4,2,56,8,4
"2674",2674,2,1,69,13,0
"2675",2675,5,1,68,14,2
"2676",2676,5,1,19,13,5
"2677",2677,5,2,53,18,8
"2678",2678,1,2,88,18,6
"2679",2679,1,2,59,5,5
"2680",2680,2,2,54,8,4
"2681",2681,5,1,19,10,NA
"2682",2682,1,1,82,1,0
"2683",2683,4,1,48,14,0
"2684",2684,1,2,67,6,4
"2685",2685,5,1,42,18,4
"2686",2686,5,2,25,13,0
"2687",2687,4,1,NA,18,6
"2688",2688,1,1,85,3,0
"2689",2689,5,2,28,13,6
"2690",2690,5,2,22,13,7
"2691",2691,4,1,26,9,5
"2692",2692,5,2,55,13,4
"2693",2693,1,2,72,8,4
"2694",2694,5,1,59,14,1
"2695",2695,1,1,73,14,3
"2696",2696,4,2,NA,13,4
"2697",2697,5,1,55,13,0
"2698",2698,1,1,71,13,6
"2699",2699,1,1,70,8,10
"2700",2700,5,1,24,17,4
"2701",2701,2,1,58,13,2
"2702",2702,5,1,19,13,5
"2703",2703,3,1,74,13,4
"2704",2704,5,2,24,18,6
"2705",2705,5,1,18,12,6
"2706",2706,3,1,46,13,7
"2707",2707,1,1,74,5,0
"2708",2708,1,1,72,8,4
"2709",2709,5,1,58,13,0
"2710",2710,4,2,46,12,8
"2711",2711,4,1,58,13,4
"2712",2712,5,2,65,13,4
"2713",2713,4,1,52,8,3
"2714",2714,1,1,83,5,0
"2715",2715,4,1,58,13,0
"2716",2716,2,2,70,5,3
"2717",2717,5,2,54,8,3
"2718",2718,5,2,44,8,8
"2719",2719,5,1,28,21,8
"2720",2720,1,2,71,8,9
"2721",2721,3,1,41,8,0
"2722",2722,5,1,24,15,5
"2723",2723,5,1,69,19,8
"2724",2724,1,2,66,8,4
"2725",2725,3,2,40,8,1
"2726",2726,5,2,52,9,5
"2727",2727,1,2,80,5,8
"2728",2728,1,1,73,8,7
"2729",2729,1,2,70,8,7
"2730",2730,5,2,47,13,6
"2731",2731,5,2,37,13,5
"2732",2732,5,1,69,13,5
"2733",2733,1,2,74,5,2
"2734",2734,1,2,57,5,3
"2735",2735,5,1,55,11,1
"2736",2736,2,2,45,5,6
"2737",2737,1,1,71,18,0
"2738",2738,5,2,19,12,4
"2739",2739,5,2,44,10,8
"2740",2740,2,1,78,2,8
"2741",2741,1,2,82,12,8
"2742",2742,3,1,44,10,6
"2743",2743,5,1,52,13,3
"2744",2744,5,2,58,13,7
"2745",2745,4,2,56,8,6
